[rosmaster.main][INFO] 2024-12-08 18:41:17,537: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2024-12-08 18:41:17,537: Starting ROS Master Node
[rosmaster.master][INFO] 2024-12-08 18:41:17,615: +PARAM [/rtabmap/rtabmap_viz/approx_sync] by /roslaunch
[rosmaster.master][INFO] 2024-12-08 18:41:17,713: +SERVICE [/rosout/get_loggers] /rosout http://IsraUbuntu:43813/
[rosmaster.master][INFO] 2024-12-08 18:41:17,714: +SERVICE [/rosout/set_logger_level] /rosout http://IsraUbuntu:43813/
[rosmaster.master][INFO] 2024-12-08 18:41:17,715: +PUB [/rosout_agg] /rosout http://IsraUbuntu:43813/
[rosmaster.master][INFO] 2024-12-08 18:41:17,720: +SUB [/rosout] /rosout http://IsraUbuntu:43813/
[rosmaster.master][INFO] 2024-12-08 18:41:19,003: +PUB [/rosout] /rtabmap/rgbd_odometry http://IsraUbuntu:46545/
[rosmaster.master][INFO] 2024-12-08 18:41:19,004: +PUB [/rosout] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,005: +SERVICE [/rtabmap/rgbd_odometry/get_loggers] /rtabmap/rgbd_odometry http://IsraUbuntu:46545/
[rosmaster.master][INFO] 2024-12-08 18:41:19,005: +SERVICE [/rtabmap/rtabmap/get_loggers] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,006: +SERVICE [/rtabmap/rgbd_odometry/set_logger_level] /rtabmap/rgbd_odometry http://IsraUbuntu:46545/
[rosmaster.master][INFO] 2024-12-08 18:41:19,006: +SERVICE [/rtabmap/rtabmap/set_logger_level] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,009: +CACHEDPARAM [/rosout_disable_topics_generation] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,010: +CACHEDPARAM [/rosout_disable_topics_generation] by /rtabmap/rtabmap
[rosmaster.master][INFO] 2024-12-08 18:41:19,011: +SERVICE [/rtabmap/rgbd_odometry/load_nodelet] /rtabmap/rgbd_odometry http://IsraUbuntu:46545/
[rosmaster.master][INFO] 2024-12-08 18:41:19,012: +SERVICE [/rtabmap/rtabmap/load_nodelet] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,012: +SERVICE [/rtabmap/rtabmap/unload_nodelet] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,013: +SERVICE [/rtabmap/rgbd_odometry/unload_nodelet] /rtabmap/rgbd_odometry http://IsraUbuntu:46545/
[rosmaster.master][INFO] 2024-12-08 18:41:19,013: +SERVICE [/rtabmap/rtabmap/list] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,014: +SERVICE [/rtabmap/rgbd_odometry/list] /rtabmap/rgbd_odometry http://IsraUbuntu:46545/
[rosmaster.master][INFO] 2024-12-08 18:41:19,040: publisherUpdate[/rosout] -> http://IsraUbuntu:43813/ ['http://IsraUbuntu:46545/']
[rosmaster.master][INFO] 2024-12-08 18:41:19,077: +PUB [/tf] /rtabmap/rgbd_odometry http://IsraUbuntu:46545/
[rosmaster.master][INFO] 2024-12-08 18:41:19,080: +SUB [/tf] /rtabmap/rgbd_odometry http://IsraUbuntu:46545/
[rosmaster.master][INFO] 2024-12-08 18:41:19,083: +SUB [/tf_static] /rtabmap/rgbd_odometry http://IsraUbuntu:46545/
[rosmaster.master][INFO] 2024-12-08 18:41:19,093: +PUB [/rtabmap/odom] /rtabmap/rgbd_odometry http://IsraUbuntu:46545/
[rosmaster.master][INFO] 2024-12-08 18:41:19,094: +PUB [/rtabmap/odom_info] /rtabmap/rgbd_odometry http://IsraUbuntu:46545/
[rosmaster.master][INFO] 2024-12-08 18:41:19,095: +PUB [/rtabmap/odom_info_lite] /rtabmap/rgbd_odometry http://IsraUbuntu:46545/
[rosmaster.master][INFO] 2024-12-08 18:41:19,096: +PUB [/rtabmap/odom_local_map] /rtabmap/rgbd_odometry http://IsraUbuntu:46545/
[rosmaster.master][INFO] 2024-12-08 18:41:19,098: +PUB [/rtabmap/odom_local_scan_map] /rtabmap/rgbd_odometry http://IsraUbuntu:46545/
[rosmaster.master][INFO] 2024-12-08 18:41:19,099: +PUB [/rtabmap/odom_last_frame] /rtabmap/rgbd_odometry http://IsraUbuntu:46545/
[rosmaster.master][INFO] 2024-12-08 18:41:19,101: +PUB [/rtabmap/odom_rgbd_image] /rtabmap/rgbd_odometry http://IsraUbuntu:46545/
[rosmaster.master][INFO] 2024-12-08 18:41:19,101: publisherUpdate[/rosout] -> http://IsraUbuntu:43813/ ['http://IsraUbuntu:46545/']: sec=0.06, result=[1, '', 0]
[rosmaster.master][INFO] 2024-12-08 18:41:19,102: publisherUpdate[/rosout] -> http://IsraUbuntu:43813/ ['http://IsraUbuntu:46545/', 'http://IsraUbuntu:35955/']
[rosmaster.master][INFO] 2024-12-08 18:41:19,103: publisherUpdate[/rosout] -> http://IsraUbuntu:43813/ ['http://IsraUbuntu:46545/', 'http://IsraUbuntu:35955/']: sec=0.00, result=[1, '', 0]
[rosmaster.master][INFO] 2024-12-08 18:41:19,104: +PUB [/rtabmap/odom_sensor_data/raw] /rtabmap/rgbd_odometry http://IsraUbuntu:46545/
[rosmaster.master][INFO] 2024-12-08 18:41:19,105: +PUB [/rtabmap/odom_sensor_data/features] /rtabmap/rgbd_odometry http://IsraUbuntu:46545/
[rosmaster.master][INFO] 2024-12-08 18:41:19,107: +PUB [/rtabmap/odom_sensor_data/compressed] /rtabmap/rgbd_odometry http://IsraUbuntu:46545/
[rosmaster.master][INFO] 2024-12-08 18:41:19,245: +PUB [/tf] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,248: +SUB [/tf] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,252: +SUB [/tf_static] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,259: +PUB [/rtabmap/grid_map] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,261: +PUB [/rtabmap/grid_prob_map] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,262: +PUB [/rtabmap/cloud_map] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,263: +PUB [/rtabmap/cloud_obstacles] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,264: +PUB [/rtabmap/cloud_ground] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,264: +PUB [/rtabmap/proj_map] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,265: +PUB [/rtabmap/scan_map] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,266: +PUB [/rtabmap/octomap_binary] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,267: +PUB [/rtabmap/octomap_full] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,268: +PUB [/rtabmap/octomap_occupied_space] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,269: +PUB [/rtabmap/octomap_global_frontier_space] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,269: +PUB [/rtabmap/octomap_obstacles] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,270: +PUB [/rtabmap/octomap_ground] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,271: +PUB [/rtabmap/octomap_empty_space] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,272: +PUB [/rtabmap/octomap_grid] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,272: +PUB [/rtabmap/elevation_map] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,300: +PUB [/rtabmap/info] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,302: +PUB [/rtabmap/mapData] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,304: +PUB [/rtabmap/mapGraph] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,305: +PUB [/rtabmap/mapOdomCache] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,306: publisherUpdate[/tf] -> http://IsraUbuntu:46545/ ['http://IsraUbuntu:46545/', 'http://IsraUbuntu:35955/']
[rosmaster.master][INFO] 2024-12-08 18:41:19,307: +PUB [/rtabmap/landmarks] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,308: +PUB [/rtabmap/labels] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,309: +PUB [/rtabmap/mapPath] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,310: +PUB [/rtabmap/local_grid_obstacle] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,311: +PUB [/rtabmap/local_grid_empty] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,312: +PUB [/rtabmap/local_grid_ground] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,313: +PUB [/rtabmap/localization_pose] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,318: +SUB [/rtabmap/initialpose] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,322: +SUB [/rtabmap/goal] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,326: +SUB [/rtabmap/goal_node] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,327: +PUB [/rtabmap/goal_out] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,328: +PUB [/rtabmap/goal_reached] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,329: +PUB [/rtabmap/global_path] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,329: +PUB [/rtabmap/local_path] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,330: +PUB [/rtabmap/global_path_nodes] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,331: +PUB [/rtabmap/local_path_nodes] /rtabmap/rtabmap http://IsraUbuntu:35955/
[rosmaster.master][INFO] 2024-12-08 18:41:19,364: publisherUpdate[/tf] -> http://IsraUbuntu:46545/ ['http://IsraUbuntu:46545/', 'http://IsraUbuntu:35955/']: sec=0.06, result=[1, '', 0]
[rosmaster.master][INFO] 2024-12-08 18:41:19,596: +CACHEDPARAM [/rosout/omit_topics] by /rosout
[rosmaster.master][INFO] 2024-12-08 18:41:19,678: +PARAM [/rtabmap/rgbd_odometry/BRIEF/Bytes] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,679: +PARAM [/rtabmap/rgbd_odometry/BRISK/Octaves] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,680: +PARAM [/rtabmap/rgbd_odometry/BRISK/PatternScale] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,680: +PARAM [/rtabmap/rgbd_odometry/BRISK/Thresh] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,681: +PARAM [/rtabmap/rgbd_odometry/FAST/CV] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,682: +PARAM [/rtabmap/rgbd_odometry/FAST/Gpu] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,682: +PARAM [/rtabmap/rgbd_odometry/FAST/GpuKeypointsRatio] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,683: +PARAM [/rtabmap/rgbd_odometry/FAST/GridCols] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,684: +PARAM [/rtabmap/rgbd_odometry/FAST/GridRows] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,685: +PARAM [/rtabmap/rgbd_odometry/FAST/MaxThreshold] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,685: +PARAM [/rtabmap/rgbd_odometry/FAST/MinThreshold] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,686: +PARAM [/rtabmap/rgbd_odometry/FAST/NonmaxSuppression] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,686: +PARAM [/rtabmap/rgbd_odometry/FAST/Threshold] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,687: +PARAM [/rtabmap/rgbd_odometry/FREAK/NOctaves] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,687: +PARAM [/rtabmap/rgbd_odometry/FREAK/OrientationNormalized] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,688: +PARAM [/rtabmap/rgbd_odometry/FREAK/PatternScale] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,688: +PARAM [/rtabmap/rgbd_odometry/FREAK/ScaleNormalized] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,689: +PARAM [/rtabmap/rgbd_odometry/GFTT/BlockSize] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,689: +PARAM [/rtabmap/rgbd_odometry/GFTT/K] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,690: +PARAM [/rtabmap/rgbd_odometry/GFTT/MinDistance] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,691: +PARAM [/rtabmap/rgbd_odometry/GFTT/QualityLevel] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,692: +PARAM [/rtabmap/rgbd_odometry/GFTT/UseHarrisDetector] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,692: +PARAM [/rtabmap/rgbd_odometry/GMS/ThresholdFactor] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,693: +PARAM [/rtabmap/rgbd_odometry/GMS/WithRotation] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,693: +PARAM [/rtabmap/rgbd_odometry/GMS/WithScale] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,694: +PARAM [/rtabmap/rgbd_odometry/GTSAM/IncRelinearizeSkip] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,695: +PARAM [/rtabmap/rgbd_odometry/GTSAM/IncRelinearizeThreshold] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,695: +PARAM [/rtabmap/rgbd_odometry/GTSAM/Incremental] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,696: +PARAM [/rtabmap/rgbd_odometry/GTSAM/Optimizer] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,696: +PARAM [/rtabmap/rgbd_odometry/KAZE/Diffusivity] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,697: +PARAM [/rtabmap/rgbd_odometry/KAZE/Extended] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,697: +PARAM [/rtabmap/rgbd_odometry/KAZE/NOctaveLayers] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,698: +PARAM [/rtabmap/rgbd_odometry/KAZE/NOctaves] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,699: +PARAM [/rtabmap/rgbd_odometry/KAZE/Threshold] by /rtabmap/rgbd_odometry
[rosmaster.master][INFO] 2024-12-08 18:41:19,699: +PARAM [/rtabmap/rgbd_odometry/KAZE/Upright] by /rtabmap/rgbd_odometry
